"id","common_name_crop","species_name","species_name_taxonstand_","species_name_","genus","sps","family","order","gf","wild_progenitor","sources_wild_progenitor","minimum_time_cultivation","minimum_time_domestication","sources_minimum_time_cultivation_domestication","filter_data_antiquity","use_food","use_animal_feed","use","use_primary","sources_use","number_gbif_records","filter_ocurr_gbif","sd_longitude","sd_latitude","mode_ecoreg_code","biogeografic_realm","mode_ecoreg_name","mode_ecoreg_centroid_lon","mode_ecoreg_centroid_lat","median_BIO1","median_BIO2","median_BIO3","median_BIO4","median_BIO5","median_BIO6","median_BIO7","median_BIO8","median_BIO9","median_BIO10","median_BIO11","median_BIO12","median_BIO13","median_BIO14","median_BIO15","median_BIO16","median_BIO17","median_BIO18","median_BIO19","cv_BIO1","cv_BIO2","cv_BIO3","cv_BIO4","cv_BIO5","cv_BIO6","cv_BIO7","cv_BIO8","cv_BIO9","cv_BIO10","cv_BIO11","cv_BIO12","cv_BIO13","cv_BIO14","cv_BIO15","cv_BIO16","cv_BIO17","cv_BIO18","cv_BIO19"
1,"Okra","Abelmoschus esculentus","Abelmoschus_esculentus_(L.)_Moench","Abelmoschus_esculentus","Abelmoschus","esculentus","Malvaceae","Malvales","herb","Abelmoschus_ficulneus_(L.)_Wight_&_Arn.,Abelmoschus_esculentus_(L.)_Moench","4,52",3150,3150,"4",1,1,0,"multifood_rep&veg","fruit_flower",4,127,1,5.052076945,2.894432388,"IM0206","Indo_malay","Khathiar-Gir Dry Deciduous Forests",75.23920057,24.48812947,268,128,47,3770,399,122,278,279,253,316,213,814,287,0,147,706,2,120,3,3.074489904,11.33196098,11.85968586,26.44469539,6.723307839,18.31031268,16.39249347,2.85401311,8.628434506,4.31147672,8.677430177,47.20246276,51.23923844,417.7378588,10.80337455,47.72237846,214.3773797,70.45059737,457.9934354
2,"Aibika","Abelmoschus manihot","Abelmoschus_manihot_(L.)_Medik.","Abelmoschus_manihot","Abelmoschus","manihot","Malvaceae","Malvales","herb","Abelmoschus_manihot_subsp._tetraphyllus_(Roxb._ex_Hornem.)_Borss.Waalk.","90",NA,NA,NA,0,1,0,"shoot","shoot",90,133,1,30.22893604,15.3791669,"IM0206","Indo_malay","Khathiar-Gir Dry Deciduous Forests",75.23920057,24.48812947,266,104,52,2737,339,142,203,272,247,290,220,1751,386,0,135,1067,3,273,11,10.46185202,21.82470262,16.46921532,46.06521608,12.90358933,29.30746073,32.44013327,8.268519824,15.33507351,10.84466196,16.18213137,50.51607654,62.48494364,206.0483959,29.13705761,56.58715368,192.1739228,86.64908006,199.78108
3,"Velvetleaf","Abutilon theophrasti","Abutilon_theophrasti_Medik.","Abutilon_theophrasti","Abutilon","theophrasti","Malvaceae","Malvales","herb","Abutilon_theophrasti_Medik.","90",NA,NA,NA,0,1,0,"shoot","shoot",128,17,1,8.20779086,7.019923464,"PA0413","Palearctic","Central Korean Deciduous Forests",127.4816138,37.18164822,120,97,27,9357,294,-63,357,234,-4,236,-4,1189,263,28,76,644,92,614,92,39.96438301,15.94606802,29.68287132,31.91274298,5.323048482,240.2494746,25.9295476,10.00024312,377.4299238,9.137307405,414.4217014,39.52513047,38.18570892,48.58930491,15.4793172,42.69951027,45.08957648,48.59205344,46.20261638
4,"Guavasteen","Acca sellowiana","Acca_sellowiana_(O.Berg)_Burret","Acca_sellowiana","Acca","sellowiana","Myrtaceae","Myrtales","woody","Acca_sellowiana_(O.Berg)_Burret","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",90,118,1,1.695462061,1.842738417,"NT0101","Neotropic","Araucaria Moist Forests",-51.22048363,-26.42877568,164,99,54,2927,258,74,185,160,150,199,127,1679,181,110,12,484,357,468,373,11.36280153,8.619895524,5.641547554,12.0467761,8.179076949,25.44704392,8.062850604,16.50563586,22.08533724,10.08121166,13.90027415,13.53421678,13.18027826,23.61926746,71.87424905,12.01828873,24.29877141,13.46920379,24.5478328
5,"Sugar_maple","Acer saccharum","Acer_saccharum_Marshall","Acer_saccharum","Acer","saccharum","Sapindaceae","Sapindales","woody","Acer_saccharum_Marshall","90",NA,NA,NA,0,1,0,"shoot","shoot",90,497,1,6.684346614,2.657780874,"NA0404","Nearctic","Great Lakes",-84.18464559,45.10082121,68,111,27,9709,265,-123,389,174,-42,189,-61,948,102,58,15,291,189,278,202,36.79741264,10.18413767,12.20180382,8.720767504,7.749809086,32.8477791,7.394044372,42.95636471,250.1422018,11.16120667,63.85767284,15.97222921,14.55283173,31.49052213,50.57971966,13.90709962,27.62684716,14.05970384,30.4038448
6,"Electric_daisy","Acmella oleracea","Acmella_oleracea_(L.)_R.K.Jansen","Acmella_oleracea","Acmella","oleracea","Asteraceae","Asterales","herb","Acmella_oleracea_(L.)_R.K.Jansen","90",NA,NA,NA,0,1,0,"shoot","shoot",128,51,1,7.062459106,8.571387996,"NT1304","Neotropic","Caatinga",-39.86105906,-8.65184436,256,99,75,972,323,190,137,260,262,266,242,1443,277,32,64,792,113,266,269,11.1632472,21.00903232,13.5843288,68.20181827,6.816897942,26.50398087,25.6244728,7.163376756,16.84685363,7.678731935,16.11234451,45.17128572,36.5583304,90.07029007,33.78867905,40.20951908,82.99289544,66.23752534,87.46368591
7,"Mi_hou_dao","Actinidia arguta","Actinidia_arguta_(Siebold_&_Zucc.)_Planch._ex_Miq.","Actinidia_arguta","Actinidia","arguta","Actinidiaceae","Ericales","woody","Actinidia_arguta_(Siebold_&_Zucc.)_Planch._ex_Miq.","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",128,61,1,3.261315877,2.643480237,"PA0441","Palearctic","Taiheiyo Montane Deciduous Forests",138.4699956,36.18921,106.5,92,29,7775.5,267.5,-55,324,200.5,14,208.5,7.5,1840,251,59,43,672,205.5,669,205.5,22.85721821,8.064731758,10.13001067,11.21826768,7.337910082,57.52627013,8.008981323,9.223059445,247.6012384,9.378565162,493.6041117,17.81424229,22.23837566,25.94420302,21.71624493,21.43430238,23.14453111,19.46730763,30.61363075
8,"Zhong_hua_mi_hou_tao_ruan_mao","Actinidia chinensis","Actinidia_chinensis_Planch.","Actinidia_chinensis","Actinidia","chinensis","Actinidiaceae","Ericales","woody","Actinidia_chinensis_Planch.","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",128,170,1,8.857851802,5.915319544,"IM0172","Indo_malay","Taiwan Subtropical Evergreen Forests",120.9828881,23.85359265,134,80,30,7093,270,9,288,207,64,224,61,2079,306,60,43,814,210,757,215,22.16328881,13.50134571,22.6365919,41.73812567,18.2561283,519.7967547,32.62463207,16.57639947,72.50575617,18.30869644,78.03272872,28.5095089,32.29630215,40.34037824,27.00347862,34.02950509,38.23994741,34.22016058,37.38361815
9,"Mi_yang_dao","Actinidia deliciosa","Actinidia_deliciosa_(A.Chev.)_C.F.Liang_&_A.R.Ferguson","Actinidia_deliciosa","Actinidia","deliciosa","Actinidiaceae","Ericales","woody","Actinidia_chinensis_Planch.","1,4",1200,114,"93",1,1,0,"fruit_flower","fruit_flower",4,170,1,8.857851802,5.915319544,"IM0172","Indo_malay","Taiwan Subtropical Evergreen Forests",120.9828881,23.85359265,134,80,30,7093,270,9,288,207,64,224,61,2079,306,60,43,814,210,757,215,22.16328881,13.50134571,22.6365919,41.73812567,18.2561283,519.7967547,32.62463207,16.57639947,72.50575617,18.30869644,78.03272872,28.5095089,32.29630215,40.34037824,27.00347862,34.02950509,38.23994741,34.22016058,37.38361815
10,"Variegated_leaf_hardy_kiwi","Actinidia kolomikta","Actinidia_kolomikta_(Rupr._&_Maxim.)_Maxim.","Actinidia_kolomikta","Actinidia","kolomikta","Actinidiaceae","Ericales","woody","Actinidia_kolomikta_(Rupr._&_Maxim.)_Maxim.","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",90,136,1,5.282700592,4.068345101,"PA0510","Palearctic","Hokkaido Montane Conifer Forests",143.0571398,43.60778603,57,89,26,8507,229,-112,339,164.5,-48,171.5,-49.5,1671,225,59,42,637,189.5,627,193,47.11241559,10.72414806,12.31642177,11.46116258,10.81079984,37.11532137,8.336677472,34.68717271,158.0940577,13.43791056,74.45129794,22.02696586,25.20908965,29.7288397,25.0663398,25.78794341,27.47535055,27.58981942,37.49446644
11,"Silver_vine","Actinidia polygama","Actinidia_polygama_(Siebold_&_Zucc.)_Maxim.","Actinidia_polygama","Actinidia","polygama","Actinidiaceae","Ericales","woody","Actinidia_polygama_(Siebold_&_Zucc.)_Maxim.","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",128,226,1,4.631494393,2.618613464,"PA0440","Palearctic","Taiheiyo Evergreen Forests",134.68922,34.36095476,115,88,28,8237,279,-43.5,321,209,28.5,221,12,1768,251,62,44.5,655.5,211.5,645,218.5,24.09259435,11.75766013,8.158692265,7.199056242,8.090398391,76.05146273,6.816065985,23.77574174,154.5860497,10.51755511,352.4258639,20.79842609,27.80057559,30.03857638,18.4109085,26.47348514,27.24077127,24.09214744,35.46360159
12,"Baobab","Adansonia digitata","Adansonia_digitata_L.","Adansonia_digitata","Adansonia","digitata","Malvaceae","Malvales","woody","Adansonia_digitata_L.","4",NA,NA,NA,0,1,0,"multifood_rep&veg","fruit_flower",128,474,1,16.96424292,13.11747145,"AT0722","Afrotropic","West Sudanian Savanna",-0.93016892,11.85690563,262,129,66,1692,347,169,194,256,251,281,242,1024,194,2,91,492,9,232,107,9.620013065,18.95597049,10.15443799,46.68176818,7.92908801,33.29054465,25.89002603,6.53499521,17.95639895,8.701101667,15.25920731,50.75898612,43.5180364,201.9306556,26.56523248,44.37821852,149.1043589,53.74432797,110.6367575
13,"Shyleaf","Aeschynomene americana","Aeschynomene_americana_L.","Aeschynomene_americana","Aeschynomene","americana","Fabaceae","Fabales","herb","Aeschynomene_americana_L.","90",NA,NA,NA,0,0,1,"forage","forage",90,161,1,21.73617205,15.79077141,"NT1304","Neotropic","Caatinga",-39.86105906,-8.65184436,242,116,72,1488,329,155,168,253,232,263,225,1277,240,7,84,664,34,282,109,10.7229437,16.3617769,15.25195506,81.00091122,7.929108417,28.59788661,24.62246841,9.412090527,15.7825689,8.721592118,17.50114373,50.75657103,38.86203515,127.9571629,30.41941826,39.91239207,118.3063536,50.0018391,128.0492836
14,"Melegueta_pepper","Aframomum melegueta","Aframomum_melegueta_K.Schum.","Aframomum_melegueta","Aframomum","melegueta","Zingiberaceae","Zingiberales","herb","Aframomum_melegueta_K.Schum.","112",750,NA,"90",1,1,0,"seed","seed",90,75,1,7.762233337,4.063405097,"AT0707","Afrotropic","Guinean Forest-Savanna Mosaic",-1.44104815,8.87510659,248,93,73,912,315,190,120,246,245,257,235,1668,314,16,62,679,85,357,351,8.375568737,19.01317407,6.030235155,25.9864866,8.036039157,14.71452836,21.39072783,9.801909863,9.71185772,8.967270578,7.867731365,32.86685744,30.74346067,88.54240162,16.79776249,33.64555777,66.2836898,45.08501081,78.00259883
15,"Agave","Agave tequilana","Agave_tequilana_F.A.C.Weber","Agave_tequilana","Agave","tequilana","Asparagaceae","Asparagales","herb","Agave_vivipara_L.","4",11000,9000,"4",1,1,0,"multifood_rep&veg","shoot",4,160,1,7.032265742,4.393812993,"NT0228","Neotropic","Sinaloan Dry Forests",-106.598975,24.30222964,238,138,65,2103,332,120,215,259,226,275,203,792,195,4,104,492,18,304,43,14.88029459,19.52073277,15.66103408,56.34263307,8.577308338,43.19856442,23.10308959,17.31942624,17.71734809,13.56852909,21.33564356,38.05399618,29.48510381,148.279633,19.27149197,32.70188423,123.872812,42.4737748,113.6784321
16,"Crested_wheat_grass","Agropyron cristatum","Agropyron_cristatum_(L.)_Gaertn.","Agropyron_cristatum","Agropyron","cristatum","Poaceae","Poales","graminoid","Agropyron_cristatum_(L.)_Gaertn.","90",NA,NA,NA,0,0,1,"forage","forage",128,63,1,24.96967549,4.844583718,"PA0814","Palearctic","Pontic Steppe",42.69650032,48.53837301,81,104.5,25.5,9864,265,-110.5,381,141,-24,201,-55.5,437,67,21.5,40.5,172.5,70.5,132.5,76,80.33153918,18.45154741,14.14763721,19.72441868,15.19440273,68.42175684,16.59275189,52.78513885,565.1250472,21.75894827,112.8295733,36.5781307,41.59933699,69.15365634,58.75256084,39.24590433,64.5255613,49.93513069,74.82939511
17,"Leek","Allium ampeloprasum","Allium_ampeloprasum_L.","Allium_ampeloprasum","Allium","ampeloprasum","Amaryllidaceae","Asparagales","herb","Allium_ampeloprasum_L.","3,5",4500,4500,"5",1,1,0,"multifood_veg","shoot",90,405,1,6.571275321,2.317598242,"PA1215","Palearctic","Northeastern Spain And Southern France Mediterranean Forests",3.43348924,42.69387138,140,100,37,5794,286,17,268,142,215,215,66,719,101,24,32,243,109,111,196,11.10197004,10.39459219,6.913792366,11.78486926,5.153585546,91.28680441,10.65210977,17.85369403,13.36662108,6.178256626,31.33873134,19.19277998,20.36104449,53.65138784,38.06880308,22.2667096,42.08028398,35.88885153,28.34097864
18,"Onion","Allium cepa","Allium_cepa_L.","Allium_cepa","Allium","cepa","Amaryllidaceae","Asparagales","herb","Allium_vavilovii_Popov_&_Vved.,Allium_galanthum_Kar._&_Kir.,Allium_fistulosum_L.","4,3",7000,5200,"4",1,1,0,"root","root",4,31,1,12.73468291,2.279131586,"PA0408","Palearctic","Caucasus Mixed Forests",44.25392612,41.93486248,82,119,32,9545,287,-90,403,116,179,211,-32,461,76,15,47,198,62,93,83,55.23599107,10.97174421,11.03906835,17.99407906,22.68579346,62.97005376,14.20129338,30.8538552,115.0189653,29.35708319,190.4639716,60.91350502,50.23839057,99.9083515,32.68072231,51.05636929,94.12062502,106.5505983,52.90421739
19,"Rakkyo","Allium chinense","Allium_chinense_G.Don","Allium_chinense","Allium","chinense","Amaryllidaceae","Asparagales","herb","Allium_chinense_G.Don,Allium_thunbergii_G.Don","90",NA,NA,NA,0,1,0,"root","root",90,165,1,16.98262729,7.321124895,"PA0440","Palearctic","Taiheiyo Evergreen Forests",134.68922,34.36095476,146,88,29,7468,297,-6,303,221,52,242,51,1627,255,52,46,677,172,617,182,36.11068368,13.04719204,17.87286825,25.11686992,8.993464237,746.8497867,19.61063715,13.35226984,131.7246791,13.21495626,162.672992,29.13301879,29.66128416,44.45368418,27.53042305,28.87168655,42.72799306,29.15066828,40.28778307
20,"Welsh_onion","Allium fistulosum","Allium_fistulosum_L.","Allium_fistulosum","Allium","fistulosum","Amaryllidaceae","Asparagales","herb","Allium_altaicum_Pall.","90",2500,NA,"90",1,1,0,"shoot","shoot",90,64,1,8.424784662,3.296539483,"PA0809","Palearctic","Kazakh Forest Steppe",71.79140106,54.10817998,-11.5,115,26,12057,218,-244,454.5,145,-162.5,145,-173.5,355.5,70,5,77,187,20,187,22,181.9162964,10.84894696,9.885216012,9.698274826,14.96407876,16.40248052,8.131503752,21.49729709,22.15324482,21.11438877,19.58993774,41.22434259,32.10496866,79.84621478,32.00266871,32.30486509,77.61053028,32.29157499,78.53577038
21,"Wild_onion","Allium ledebourianum","Allium_ledebourianum_Schult._&_Schult.f.","Allium_ledebourianum","Allium","ledebourianum","Amaryllidaceae","Asparagales","herb","Allium_ledebourianum_Schult._&_Schult.f.","90",NA,NA,NA,0,1,0,"root","root",128,11,1,22.63380715,5.157259505,"PA0809","Palearctic","Kazakh Forest Steppe",71.79140106,54.10817998,10,108,22,13024,255,-218,472,174,-140,174,-162,449,69,17,46,190,57,190,64,841.984895,14.24267576,9.648551391,10.46743525,11.10093115,22.59416544,10.68636372,20.1246453,27.7483681,15.51580087,29.05377538,32.85097334,68.40293436,38.97738961,41.59788489,57.36805174,35.65569924,57.57640555,38.97368519
22,"Long_stamen_chive","Allium macrostemon","Allium_macrostemon_Bunge","Allium_macrostemon","Allium","macrostemon","Amaryllidaceae","Asparagales","herb","Allium_macrostemon_Bunge","90",NA,NA,NA,0,1,0,"root","root",90,103,1,3.988941016,1.368209996,"PA0440","Palearctic","Taiheiyo Evergreen Forests",134.68922,34.36095476,144,87,28,7558,299,-14,311,220,51,244,47,1682,224,56,42,606,199,598,199,13.33377224,12.17458535,6.839658003,8.67540624,4.897790461,183.7600914,7.812024694,11.01892337,51.29720029,6.162549836,60.50478815,20.5920654,21.02903417,34.98757412,29.72845891,20.98710695,32.03510201,20.11069916,44.02493762
23,"Chinese_chives","Allium ramosum","Allium_ramosum_L.","Allium_ramosum","Allium","ramosum","Amaryllidaceae","Asparagales","herb","Allium_ramosum_L.","90",5000,NA,"90",1,1,0,"shoot","shoot",90,116,1,11.80926295,6.754185574,"PA0813","Palearctic","Mongolian-Manchurian Grassland",115.9115854,45.85133315,54,128.5,27,11829.5,257,-182.5,464,175.5,-93,182,-101,402.5,116,3,106,257,11.5,257,11.5,142.9136803,15.38331536,11.98148741,20.66307798,13.02180881,52.56132525,17.59091528,23.72383685,93.57711976,21.34749501,79.36116778,76.81314161,42.14107468,237.7516948,26.88496941,42.2552572,221.6852105,37.46059639,233.9425792
24,"Garlic","Allium sativum","Allium_sativum_L.","Allium_sativum","Allium","sativum","Amaryllidaceae","Asparagales","herb","Allium_sativum_L.","4,3,26",10000,5000,"4",1,1,0,"root","root",4,80,1,13.20643553,1.279223195,"PA0808","Palearctic","Gissaro-Alai Open Woodlands",70.26265423,40.06769676,91,114,32,9377,273.5,-81,390,102,155.5,199,-19,701.5,95,13,50.5,256,54,76,144,56.88611289,9.952537188,8.029338623,14.89044585,18.35106026,71.50865212,13.64702857,58.75889456,70.68115515,24.780786,204.817018,56.23031241,42.27632521,111.2886753,38.03514915,43.75171006,103.7995919,98.93383664,56.43378327
25,"Chives","Allium schoenoprasum","Allium_schoenoprasum_L.","Allium_schoenoprasum","Allium","schoenoprasum","Amaryllidaceae","Asparagales","herb","Allium_schoenoprasum_L.","90",1100,NA,"90",1,1,0,"shoot","shoot",90,494,1,36.13064389,5.537439555,"PA0436","Palearctic","Sarmatic Mixed Forests",31.84112,56.67711,72,77,27,6639,214,-43,265,144,15,159,-8,698,80,38,24,219,123,204,146,48.77046217,25.08175647,16.59111049,22.04874195,14.4636964,96.25532428,21.64306473,40.72019405,321.3594334,16.69301728,237.0145891,32.62344036,33.07344211,39.41882135,40.95835572,34.20291616,38.80759635,26.49137944,47.89886854
26,"Rocambole","Allium scorodoprasum","Allium_scorodoprasum_L.","Allium_scorodoprasum","Allium","scorodoprasum","Amaryllidaceae","Asparagales","herb","Allium_scorodoprasum_L.","90",NA,NA,NA,0,1,0,"shoot","shoot",90,51,1,5.093699556,3.031178077,"PA0445","Palearctic","Western European Broadleaf Forests",8.24354512,48.41049219,99,87,32,6523,245,-20,264,174,31,182,14,668,77,40,20,214,124,214,142,20.16683672,8.339417079,3.114700838,5.616440743,10.18483248,63.04133211,6.969462242,42.49023356,104.3568981,12.26137834,195.1746248,27.08558147,23.33775796,31.13373361,27.67531642,23.34893394,33.37285597,24.7157774,36.39728217
27,"Garlic_chives","Allium tuberosum","Allium_tuberosum_Rottler_ex_Spreng.","Allium_tuberosum","Allium","tuberosum","Amaryllidaceae","Asparagales","herb","Allium_ramosum_L.",NA,3000,3000,"90",1,1,0,"shoot","shoot",90,58,1,11.86094487,6.783744514,"PA0813","Palearctic","Mongolian-Manchurian Grassland",115.9115854,45.85133315,54,128.5,27,11829.5,257,-182.5,464,175.5,-93,182,-101,402.5,116,3,106,257,11.5,257,11.5,143.5391261,15.45063873,12.03392305,20.75350764,13.0787973,52.79135403,17.66789996,23.82766158,93.98664959,21.44091994,79.70848308,77.14930576,42.32550039,238.7921885,27.00262848,42.44018262,222.6553911,37.62453851,234.9664028
28,"Chinese_taro","Alocasia cucullata","Alocasia_cucullata_(Lour.)_G.Don","Alocasia_cucullata","Alocasia","cucullata","Araceae","Alismatales","herb","Alocasia_cucullata_(Lour.)_G.Don","113",NA,NA,NA,0,1,0,"root","root",90,23,1,5.649790911,2.033273276,"IM0118","Indo_malay","Jian Nan Subtropical Evergreen Forests",114.0761892,26.02030872,201.5,84.5,34,6000,317,68.5,244,261.5,138,273,121,1481,258,22.5,73,715,84.5,660,109,19.4396661,12.5287791,17.00625849,17.8937003,9.488763229,77.61252306,11.29187033,13.1620982,39.61748579,12.84322828,40.14680448,30.51515652,39.23383412,53.88582965,15.96195558,37.10715428,51.71317769,38.82852572,55.63387229
29,"Giant_taro","Alocasia macrorrhizos","Alocasia_macrorrhizos_(L.)_G.Don","Alocasia_macrorrhizos","Alocasia","macrorrhizos","Araceae","Alismatales","herb","Alocasia_macrorrhizos_(L.)_G.Don","1,4",12000,3500,"4",1,1,0,"multifood_veg","root",128,24,1,20.00221698,12.1348713,"AA0124","Australasia","Sulawesi Montane Rain Forests",120.7942,-2.040882,250.5,97,79,564,311.5,197,113,255.5,249,260,240.5,2169,277,92.5,35.5,745.5,327.5,528,487,14.7048652,19.55854861,22.31501888,94.63215019,5.303346879,44.55314576,41.1869674,7.184779233,24.30143878,7.972344799,26.29284446,40.84807092,30.4802233,71.74720054,63.54785088,28.90796046,66.77047543,29.21803291,68.33258772
30,"Greater_galangal","Alpinia galanga","Alpinia_galanga_(L.)_Willd.","Alpinia_galanga","Alpinia","galanga","Zingiberaceae","Zingiberales","herb","Alpinia_galanga_(L.)_Willd.","90",NA,NA,NA,0,1,0,"multifood_rep&veg","root",128,110,1,7.58618798,9.758386269,"IM0137","Indo_malay","Northern Indochina Subtropical Forests",100.7282662,22.18500201,224,82,47,3748,314,109,193,264,175,269,158,1736,295,28,72,816,103,728,128,11.7125872,21.02956395,38.70000154,60.0918031,6.482706515,43.61365885,32.06791722,7.690960214,25.69302467,7.7236119,27.5739663,31.79507955,30.68125231,100.2878663,36.5496945,29.71806671,90.56446241,33.89791467,110.6323034
31,"Round_chinese_cardamom","Alpinia globosa","Alpinia_globosa_(Lour.)_Horan.","Alpinia_globosa","Alpinia","globosa","Zingiberaceae","Zingiberales","herb","Alpinia_globosa_(Lour.)_Horan.","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",90,2,1,0.602949952,0.185778165,"IM0137","Indo_malay","Northern Indochina Subtropical Forests",100.7282662,22.18500201,220,89.5,45.5,3912,306,111.5,194.5,260.5,164,262,164,1526,305,14.5,80.5,823.5,66,822.5,66,12.21366258,11.85095164,7.770404189,5.928707163,8.318903308,28.53794184,3.271959399,10.58624356,13.79720549,11.33529955,13.79720549,18.25688544,9.737208134,34.13618944,11.41911572,6.783416602,32.14121733,6.619723058,32.14121733
32,"Laja_goa","Alpinia malaccensis","Alpinia_malaccensis_(Burm.f.)_Roscoe","Alpinia_malaccensis","Alpinia","malaccensis","Zingiberaceae","Zingiberales","herb","Alpinia_malaccensis_(Burm.f.)_Roscoe","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",90,20,1,15.56325345,8.564329077,"IM0210","Indo_malay","Southeastern Indochina Dry Evergreen Forests",106.1723462,13.20633408,246.5,91,58,1843,319,168,184,250,216,260,215,1678,283,8.5,72,581,44,497.5,45,7.185650863,19.39406079,25.69009627,69.55515583,8.617822922,21.98124398,31.66263454,8.91984366,11.813207,8.384240877,11.39846993,45.37544898,40.01975168,145.8037463,40.94487249,51.39475791,129.1354815,51.03882656,129.654746
33,"Lesser_galangal","Alpinia officinarum","Alpinia_officinarum_Hance","Alpinia_officinarum","Alpinia","officinarum","Zingiberaceae","Zingiberales","herb","Alpinia_officinarum_Hance","90",NA,NA,NA,0,1,0,"root","root",90,21,1,3.607174716,7.273592566,"IM0118","Indo_malay","Jian Nan Subtropical Evergreen Forests",114.0762,26.02031,202,83,34,5586,322,60,241,237,161,281,119,1657,287,34,64,775,126,600,126,21.88308465,21.78324595,17.529615,38.61066275,5.97122177,117.0277856,32.22527783,10.19956735,52.16804181,8.446215909,57.34262209,28.36744196,28.3715685,44.94833094,18.15750009,26.18319221,44.08221848,23.0518993,52.35875109
34,"Amaranth","Amaranthus caudatus","Amaranthus_caudatus_L.","Amaranthus_caudatus","Amaranthus","caudatus","Amaranthaceae","Caryophyllales","herb","Amaranthus_hybridus_L.","1,4",7000,6000,"4",1,1,1,"food&forage","seed",4,150,1,10.53462198,6.28413734,"NA1303","Nearctic","Central Mexican Matorral",-101.2163364,21.41891169,173,153,66,2275,298,58,237,193,160,212,140,689,126,6,81,341,28,214,37,21.15338173,20.77322562,12.89983351,60.21125,12.37014343,71.14812483,25.84335235,25.62398774,24.08923338,17.14127943,30.29762094,66.31837015,60.03930659,145.2685133,19.4298294,62.39848628,119.3860949,79.33644522,94.15131933
35,"Purple_amaranth","Amaranthus cruentus","Amaranthus_cruentus_L.","Amaranthus_cruentus","Amaranthus","cruentus","Amaranthaceae","Caryophyllales","herb","Amaranthus_hybridus_L.","1,4",7000,6000,"4",1,1,0,"seed","seed",90,50,1,10.60604396,6.326742149,"NA1303","Nearctic","Central Mexican Matorral",-101.2163364,21.41891169,173,153,66,2275,298,58,237,193,160,212,140,689,126,6,81,341,28,214,37,21.29679613,20.91406266,12.98729101,60.61946653,12.45400977,71.63049052,26.01856353,25.79771168,24.25255209,17.25749282,30.50303089,66.76799137,60.4463574,146.2533959,19.56155857,62.82153171,120.1955015,79.87432559,94.78964067
36,"Spleen_amaranth","Amaranthus dubius","Amaranthus_dubius_Mart._ex_Thell.","Amaranthus_dubius","Amaranthus","dubius","Amaranthaceae","Caryophyllales","herb","Amaranthus_spinosus_L.,Amaranthus_hybridus_L.","90",NA,NA,NA,0,1,0,"shoot","shoot",90,231,1,24.47303066,16.47224607,"NT1304","Neotropic","Caatinga",-39.86105906,-8.65184436,234,107,70,1273.5,316,157.5,153.5,240,225,253,216,1222.5,207.5,9,75.5,543.5,43,283,151,16.00801961,23.05421195,16.14882442,85.68773896,8.973036743,44.80372129,33.35880851,17.25832786,20.53406191,11.9962761,25.3249293,61.95567357,51.69270049,169.7896811,36.11704615,52.56787715,150.4272536,62.9247451,113.5539256
37,"Rough_pigweed","Amaranthus hybridus","Amaranthus_hybridus_L.","Amaranthus_hybridus","Amaranthus","hybridus","Amaranthaceae","Caryophyllales","herb","Amaranthus_hybridus_L.","90",4000,NA,"1",1,1,0,"seed","seed",90,50,1,10.60604396,6.326742149,"NA1303","Nearctic","Central Mexican Matorral",-101.2163364,21.41891169,173,153,66,2275,298,58,237,193,160,212,140,689,126,6,81,341,28,214,37,21.29679613,20.91406266,12.98729101,60.61946653,12.45400977,71.63049052,26.01856353,25.79771168,24.25255209,17.25749282,30.50303089,66.76799137,60.4463574,146.2533959,19.56155857,62.82153171,120.1955015,79.87432559,94.78964067
38,"Princes_feather","Amaranthus hypochondriacus","Amaranthus_hypochondriacus_L.","Amaranthus_hypochondriacus","Amaranthus","hypochondriacus","Amaranthaceae","Caryophyllales","herb","Amaranthus_hybridus_L.","1,4",7000,6000,"4",1,1,0,"seed","seed",90,50,1,10.60604396,6.326742149,"NA1303","Nearctic","Central Mexican Matorral",-101.2163364,21.41891169,173,153,66,2275,298,58,237,193,160,212,140,689,126,6,81,341,28,214,37,21.29679613,20.91406266,12.98729101,60.61946653,12.45400977,71.63049052,26.01856353,25.79771168,24.25255209,17.25749282,30.50303089,66.76799137,60.4463574,146.2533959,19.56155857,62.82153171,120.1955015,79.87432559,94.78964067
39,"Callaloo","Amaranthus tricolor","Amaranthus_tricolor_L.","Amaranthus_tricolor","Amaranthus","tricolor","Amaranthaceae","Caryophyllales","herb","Amaranthus_tricolor_L.","90",2000,2000,"4",1,1,1,"food&forage","shoot",4,142,1,14.89427705,14.78059291,"IM0118","Indo_malay","Jian Nan Subtropical Evergreen Forests",114.0761892,26.02030872,195,83,33,5481,318,59,241.5,254,127,273,124,1429,266,30,64,726,110,581,121,24.69523781,20.73733001,44.10438038,50.02293049,9.401853668,109.9670524,33.01783855,19.82727737,54.58921722,11.17946559,61.82992826,39.56719615,32.53852102,109.1159493,39.04178313,31.33128314,101.2514805,35.73166227,105.5986311
