"id","common_name_crop","species_name","species_name_taxonstand_","species_name_","genus","sps","family","order","gf","wild_progenitor","sources_wild_progenitor","minimum_time_cultivation","minimum_time_domestication","sources_minimum_time_cultivation_domestication","filter_data_antiquity","use_food","use_animal_feed","use","use_primary","sources_use","number_gbif_records","filter_ocurr_gbif","sd_longitude","sd_latitude","mode_ecoreg_code","biogeografic_realm","mode_ecoreg_name","mode_ecoreg_centroid_lon","mode_ecoreg_centroid_lat","median_BIO1","median_BIO2","median_BIO3","median_BIO4","median_BIO5","median_BIO6","median_BIO7","median_BIO8","median_BIO9","median_BIO10","median_BIO11","median_BIO12","median_BIO13","median_BIO14","median_BIO15","median_BIO16","median_BIO17","median_BIO18","median_BIO19","cv_BIO1","cv_BIO2","cv_BIO3","cv_BIO4","cv_BIO5","cv_BIO6","cv_BIO7","cv_BIO8","cv_BIO9","cv_BIO10","cv_BIO11","cv_BIO12","cv_BIO13","cv_BIO14","cv_BIO15","cv_BIO16","cv_BIO17","cv_BIO18","cv_BIO19"
255,"Horned_cucumber","Cucumis metuliferus","Cucumis_metuliferus_E.Mey._ex_Naudin","Cucumis_metuliferus","Cucumis","metuliferus","Cucurbitaceae","Cucurbitales","herb","Cucumis_metuliferus_E.Mey._ex_Naudin","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",128,164,1,11.75756036,11.99933533,"AT0719","Afrotropic","Southern Miombo Woodlands",31.33747746,-17.53344609,212,131,57,2889,309,79,227,236,165,243,164,770,169,1,97,475,9,292,10,13.39185644,20.35090692,9.22985493,33.23779943,9.351473385,56.24554873,24.41884575,9.466534543,24.29732659,10.75821528,21.85912822,59.66407835,57.40466304,150.3441413,24.39822654,49.6830289,149.1599486,42.16738647,276.8124715
256,"Cucumber","Cucumis sativus","Cucumis_sativus_L.","Cucumis_sativus","Cucumis","sativus","Cucurbitaceae","Cucurbitales","herb","Cucumis_sativus_L.","1,3,4",10000,3500,"4,58",1,1,0,"fruit_flower","fruit_flower",4,1,1,0,0,"IM0166","Indo_malay","Upper Gangetic Plains Moist Deciduous Forests",80.15361506,27.03940546,220,121,39,5821,365,62,303,263,147,286,138,1903,604,14,125,1421,101,725,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"Japanese_pie_pumpkin","Cucurbita argyrosperma","Cucurbita_argyrosperma_C.Huber","Cucurbita_argyrosperma","Cucurbita","argyrosperma","Cucurbitaceae","Cucurbitales","herb","Cucurbita_argyrosperma_C.Huber","90",5100,5100,"85",1,1,0,"fruit_flower","fruit_flower",90,367,1,5.756495467,3.591164825,"NT0228","Neotropic","Sinaloan Dry Forests",-106.598975,24.30222964,248,137,67,1695,339.5,144,188,269,238,275,216,1009.5,246.5,3,107,642,14,386,47,10.83055188,15.99162516,11.50404223,58.15527587,8.910757781,27.67073365,21.70548736,11.02778511,12.16812158,10.56561131,15.13117044,44.61371968,34.79867668,146.4519649,11.26894664,35.82122978,120.5965719,42.98337293,130.2547414
258,"Cidra_chilacayote","Cucurbita ficifolia","Cucurbita_ficifolia_Bouché","Cucurbita_ficifolia","Cucurbita","ficifolia","Cucurbitaceae","Cucurbitales","herb","Cucurbita_ficifolia_Bouché","90",5000,NA,"103",1,1,0,"fruit_flower","fruit_flower",90,58,1,5.173370136,5.98410695,"NT0153","Neotropic","Peruvian Yungas",-74.8506025,-10.72625706,140.5,131,84,623,215,64.5,156,147,134,149,134,952.5,156,27,49.5,397,91,364.5,94,22.76392627,12.76219013,8.007895841,75.28151917,16.32598115,58.25041708,16.76467694,23.88993107,24.15977793,23.4134398,23.20446892,38.37779998,27.41056827,92.92192491,39.51031551,27.69561355,87.24992775,27.22564529,126.0590016
259,"Pumpkin_giant_pumpkin","Cucurbita maxima","Cucurbita_maxima_Duchesne","Cucurbita_maxima","Cucurbita","maxima","Cucurbitaceae","Cucurbitales","herb","Cucurbita_andreana_Naudin","1,3",7000,7000,"4",1,1,0,"multifood_rep&veg","fruit_flower",4,5,1,3.34553867,8.114811025,"NT0801","Neotropic","Espinal",-62.98736654,-34.27457043,161,159,49,5721,333,11,322,225,87,235,87,576,80,14,51,229,46,218,46,20.8214686,20.83884615,14.08546757,32.74098317,4.704876228,124.4124351,25.38565677,7.980910077,51.05144464,6.32685962,47.30917876,43.46243024,51.56789343,92.70807125,40.45731276,45.61322622,87.89164703,48.88974688,86.68831097
260,"Squash","Cucurbita moschata","Cucurbita_moschata_Duchesne","Cucurbita_moschata","Cucurbita","moschata","Cucurbitaceae","Cucurbitales","herb","Cucurbita_moschata_Duchesne",NA,10000,10000,"103",1,1,0,"fruit_flower","fruit_flower",90,219,1,4.666272008,2.089842859,"NT0235","Neotropic","Yucatan Dry Forests",-89.216534,20.45296084,216,128,66,1933,310,118,188,225,206,232,187,1204,222,26,74,570,86,397,103,19.5684232,15.01780804,9.205595191,29.42713842,12.83774338,39.77258792,12.87973496,19.74009117,22.64440036,18.20017159,21.53747229,51.71290725,51.37901195,82.12538303,19.54755672,53.26926892,77.30792614,49.76007769,73.45320192
261,"Summer_squash","Cucurbita pepo","Cucurbita_pepo_L.","Cucurbita_pepo","Cucurbita","pepo","Cucurbitaceae","Cucurbitales","herb","Cucurbita_fraterna_L.H.Bailey,Cucurbita_pepo_var._texana_(Scheele)_D.S.Decker","1,3,4",10000,7900,"84",1,1,1,"food&forage","fruit_flower",4,57,1,0.871792547,1.853378219,"NT0176","Neotropic","Veracruz Moist Forests",-98.23758974,21.75589313,230,127,53,3958,336,100,236,268,211,273,174,831,160,15,67,366,68,327,94,9.523443527,6.79698719,7.797447255,18.87520276,5.217762251,28.02151833,9.306360589,8.862034386,16.69195853,7.823731169,14.60622877,12.00532992,15.16302288,34.68548247,12.30602482,16.20738416,28.90944722,14.80370626,28.9165512
262,"Cumin","Cuminum cyminum","Cuminum_cyminum_L.","Cuminum_cyminum","Cuminum","cyminum","Apiaceae","Apiales","herb","Cuminum_cyminum_L.","4",7500,4000,"4",1,1,0,"seed","seed",4,69,1,20.71770175,3.634004829,"PA1307","Palearctic","Baluchistan Xeric Woodlands",68.23378025,30.09064276,175,160,43,7953,349,-4,371,113,228,262,72,190,42,1,92,116,6,15,104,26.08906178,19.08280489,7.791097364,15.18825485,15.27652617,691.8428111,16.63573366,41.62844658,35.07104761,17.46872614,61.54552162,62.17513952,56.53747875,288.2032096,25.1726817,58.38154394,216.5711021,135.5655625,64.85456405
263,"East_indian_arrowroot","Curcuma angustifolia","Curcuma_angustifolia_Roxb.","Curcuma_angustifolia","Curcuma","angustifolia","Zingiberaceae","Zingiberales","herb","Curcuma_angustifolia_Roxb.","4",NA,NA,"4",0,1,0,"root","root",4,9,1,3.681461078,4.218226955,"IM0301","Indo_malay","Himalayan Subtropical Pine Forests",78.70869964,30.6988461,186,101,40,5186,318,54,264,224,143,239,115,1578,417,7,104,1016,92,504,138,24.20272088,16.76174745,10.01968226,16.43006797,18.01505705,66.04205276,11.77407958,17.9941862,34.58165462,18.7522993,40.60104277,19.77820672,20.1846575,68.61982325,18.55820217,18.42324261,57.68793361,36.78817028,76.19757771
264,"Temu_giring","Curcuma heyneana","Curcuma_heyneana_Valeton_&_Zijp","Curcuma_heyneana","Curcuma","heyneana","Zingiberaceae","Zingiberales","herb","Curcuma_heyneana_Valeton_&_Zijp","90",NA,NA,NA,0,1,0,"root","root",131,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,"Turmeric","Curcuma longa","Curcuma_longa_L.","Curcuma_longa","Curcuma","longa","Zingiberaceae","Zingiberales","herb","Curcuma_longa_L.","90",4600,2500,"4",1,1,0,"root","root",4,101,1,22.34500473,13.79427637,"IM0113","Indo_malay","Eastern Java-Bali Rain Forests",112.2923,-7.567234,250,84,75,621,310,186,118,256,241,263,240,2208,346,50,53,925,163,683,172,13.48515665,17.15260159,28.11042047,114.6824807,7.604348921,36.77797473,40.62337214,8.292272773,23.51967842,8.560950269,25.65356354,41.22487905,35.15602632,94.15132562,57.70819206,34.10037216,92.73595787,44.5059808,95.82021889
266,"na","Curcuma pierreana","Curcuma_pierreana_Gagnep.","Curcuma_pierreana","Curcuma","pierreana","Zingiberaceae","Zingiberales","herb","Curcuma_pierreana_Gagnep.","90",NA,NA,NA,0,1,0,"root","root",90,16,1,1.55058113,1.665318445,"IM0202","Indo_malay","Central Indochina Dry Forests",103.3078378,15.47459579,257,94.5,59,1328.5,338,165,158.5,255,240,278,235,1867.5,326,1.5,85,877,17.5,357.5,42,9.529580283,10.69993027,8.014577842,24.08583505,9.163777595,15.37279518,16.41403828,9.199944612,10.49332726,10.11696106,9.928512299,15.08920223,21.47846634,91.08400681,15.72369828,26.331664,70.1674405,23.5496649,55.99459322
267,"Java_ginger","Curcuma zanthorrhiza","Curcuma_zanthorrhiza_Roxb.","Curcuma_zanthorrhiza","Curcuma","zanthorrhiza","Zingiberaceae","Zingiberales","herb","Curcuma_zanthorrhiza_Roxb.","90",NA,NA,NA,0,1,0,"root","root",128,5,1,7.331633554,5.724259053,"IM0137","Indo_malay","Northern Indochina Subtropical Forests",100.7282662,22.18500201,244,91,48,3604,324,132,197,279,191,286,191,1859,376,6,84,1014,43,656,48,5.189403303,11.81804258,18.11050028,39.16080786,2.828883458,27.37054349,14.97792067,1.682921199,16.43674481,1.394202164,16.0321709,34.18738313,33.89831009,40.93713965,5.75416872,32.76291421,20.42136252,46.26213981,65.67566453
268,"Guar","Cyamopsis tetragonoloba","Cyamopsis_tetragonoloba_(L.)_Taub.","Cyamopsis_tetragonoloba","Cyamopsis","tetragonoloba","Fabaceae","Fabales","herb","Cyamopsis_senegalensis_Guill._&_Perr.","90",1000,1000,"90",1,1,0,"seed","seed",90,21,1,14.14579545,18.0263598,"AT1316","Afrotropic","Namibian Savanna Woodlands",15.34674963,-21.44974787,216,155,61,3052,332,81,249,241,170,248,167,269,74,0,118,191,0,83,1,16.85987725,12.92816029,9.248124718,25.56597862,13.60801665,50.35116791,15.88725248,10.93732603,30.92006936,15.87232817,21.93104222,52.2116383,49.33029112,334.6640106,17.3937361,48.43110011,196.7294572,65.92363576,192.9413655
269,"Achocha","Cyclanthera pedata","Cyclanthera_pedata_(L.)_Schrad.","Cyclanthera_pedata","Cyclanthera","pedata","Cucurbitaceae","Cucurbitales","herb","Cyclanthera_pedata_(L.)_Schrad.","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",90,107,1,5.711697548,8.374999235,"NT0166","Neotropic","Southwest Amazon Moist Forests",-70.23111763,-9.59414167,190,111,79,558,255,121,140,195,177,198,171,1668,231,39,47,599,153,430,195,23.54575283,17.75147437,12.15058316,79.22544057,17.43468038,46.88508892,25.30615479,23.61824068,26.12154082,22.94170643,26.13531217,58.83705314,48.85149754,99.60218961,58.55785073,52.19978864,91.85531724,57.69140531,103.5959988
270,"Quince","Cydonia oblonga","Cydonia_oblonga_Mill.","Cydonia_oblonga","Cydonia","oblonga","Rosaceae","Rosales","woody","Cydonia_oblonga_Mill.","4",3000,2500,"4",1,1,0,"fruit_flower","fruit_flower",4,12,1,6.390917131,3.873893784,"PA1207","Palearctic","Eastern Mediterranean Conifer-Sclerophyllous-Broadleaf Forests",37.42596125,35.80179351,164,98.5,36.5,6196.5,311.5,41,267.5,103,248,252,85,722.5,149,2,90,403.5,15.5,16,384.5,20.15233691,13.23812515,13.98805878,13.53913402,9.470290346,113.8629386,9.731965382,30.13671076,31.29261613,11.18923103,51.25131225,38.65759231,45.21005327,181.4955393,51.25364235,45.68141164,161.8454788,156.5397503,49.28044454
271,"Cardoon","Cynara cardunculus","Cynara_cardunculus_L.","Cynara_cardunculus","Cynara","cardunculus","Asteraceae","Asterales","herb","Cynara_cardunculus_L.,Cynara_cardunculus_subsp._flavescens_Wiklund","3,4,9",2500,1900,"4,9",1,1,0,"multifood_rep&veg","shoot",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,"Pacific_island_flat_sedge","Cyperus cyperoides","Cyperus_cyperoides_(L.)_Kuntze","Cyperus_cyperoides","Cyperus","cyperoides","Cyperaceae","Poales","graminoid","Cyperus_cyperoides_(L.)_Kuntze","90",NA,NA,NA,0,1,0,"root","root",90,291,1,18.32126171,7.744267218,"AT0707","Afrotropic","Guinean Forest-Savanna Mosaic",-1.44104815,8.87510659,265,112,71,1190,329,183,144,261,264,278,249,1075,236,9,70,570,48,225,251,12.18552429,19.79755807,10.71584008,42.73620178,11.08854153,21.2567119,21.09935412,11.4767269,14.58257894,12.84318415,12.14985903,37.15408811,34.10699236,122.4269803,40.42446574,33.76198439,97.37290091,60.41889332,95.54085105
273,"Tiger_nut","Cyperus esculentus","Cyperus_esculentus_L.","Cyperus_esculentus","Cyperus","esculentus","Cyperaceae","Poales","graminoid","Cyperus_esculentus_L.,Cyperus_rotundus_L.","90",6000,6000,"4",1,1,0,"root","root",4,112,1,13.20504254,16.68828966,"PA1215","Palearctic","Northeastern Spain And Southern France Mediterranean Forests",3.43348924,42.69387138,172,95.5,40,5090.5,299,63.5,235,179,235.5,238.5,109.5,523.5,85,10,51,234,51,83,174,24.13236902,17.984569,29.69888064,42.90809396,8.837507584,76.44847013,25.76184987,35.24274357,9.012332046,10.33508544,49.71285738,53.66647508,72.10164968,81.62287058,36.82089581,65.71711944,68.45056387,80.32891655,70.77825706
274,"Tree_tomato","Cyphomandra betacea","Cyphomandra_betacea_(Cav.)_Sendtn.","Cyphomandra_betacea","Cyphomandra","betacea","Solanaceae","Solanales","woody","Cyphomandra_uniloba_Rusby,Cyphomandra_acuminata_Rusby","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",90,20,1,1.945916217,0.927418777,"NT0105","Neotropic","Bolivian Yungas",-67.07135841,-15.7212232,237,107.5,66.5,1671.5,307,149.5,167,253.5,213,253.5,210.5,1477.5,236.5,36.5,53,662.5,147.5,586,157,12.47736887,10.43418096,7.45815525,27.20945379,9.147268151,20.81287227,10.38270882,13.52531013,12.14112295,13.00843654,11.55160587,48.79356066,46.87125837,68.03013171,10.50280105,45.84522096,59.56180039,50.06223474,55.66128816
275,"Chupandia","Cyrtocarpa procera","Cyrtocarpa_procera_Kunth","Cyrtocarpa_procera","Cyrtocarpa","procera","Anacardiaceae","Sapindales","woody","Cyrtocarpa_procera_Kunth","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",90,361,1,2.752651536,1.218484561,"NT0205","Neotropic","Balsas Dry Forests",-100.1564684,18.46408204,231,149,67,1959,339,113,223,240,215,255,201,788,169,3,99,466,16,233,29,12.22376325,8.386192203,3.993870619,18.69103667,9.161208634,25.7062069,7.962007613,11.57534464,14.92640243,11.58544349,14.16314881,31.86457528,34.10818185,91.51343108,8.177508301,35.81005485,67.36837061,46.11020404,64.64102358
276,"Giant swamp_taro","Cyrtosperma merkusii","Cyrtosperma_merkusii_(Hassk.)_Schott","Cyrtosperma_merkusii","Cyrtosperma","merkusii","Araceae","Arecales","herb","Cyrtosperma_merkusii_(Hassk.)_Schott","90",NA,NA,NA,0,1,0,"root","root",90,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,"Butterfruit","Dacryodes edulis","Dacryodes_edulis_(G.Don)_H.J.Lam","Dacryodes_edulis","Dacryodes","edulis","Burseraceae","Sapindales","woody","Dacryodes_edulis_(G.Don)_H.J.Lam","90",NA,NA,NA,0,1,1,"food&forage","fruit_flower",128,475,1,3.127793719,1.954603209,"AT0107","Afrotropic","Cross-Sanaga-Bioko Coastal Forests",9.34765158,5.13070821,236,90,77,781,296,183,116,232,235,244,226,2513.5,421,30,60,1212,143,470,1212,10.01184231,7.936584748,4.121548577,18.34581564,7.038944567,13.76103234,7.688334791,11.48808822,9.386761757,9.355853818,10.94120342,17.57562638,18.88833798,61.4150684,18.83971548,21.41425857,47.39619297,22.31529481,43.50597613
278,"Carrot","Daucus carota","Daucus_carota_L.","Daucus_carota","Daucus","carota","Apiaceae","Apiales","herb","Daucus_carota_L.","3,4,57",4450,1050,"4",1,1,1,"food&forage","root",4,492,1,4.52428551,4.325350111,"PA0445","Palearctic","Western European Broadleaf Forests",8.24354512,48.41049219,78,77,28,6587,217,-43.5,265,154,11.5,160,-7.5,667.5,74,37,26,212,122.5,197,144,21.91786558,15.77758165,12.59251066,9.987461486,8.053186259,65.2953656,10.04614459,19.50270154,163.6535541,8.035574673,724.4780829,22.02185042,25.88472921,30.07636645,28.51691622,26.62531825,27.55212763,31.18745735,27.22795888
279,"Dragon_bamboo","Dendrocalamus asper","Dendrocalamus_asper_(Schult.)_Backer","Dendrocalamus_asper","Dendrocalamus","asper","Poaceae","Poales","graminoid","Dendrocalamus_asper_(Schult.)_Backer","90",NA,NA,NA,0,1,0,"shoot","shoot",90,4,1,13.11947924,2.590519946,"IM0146","Indo_malay","Peninsular Malaysian Rain Forests",102.307997,3.93699929,269.5,83.5,80.5,404.5,325.5,214.5,106.5,268,267,274,264,2237,326.5,81,33.5,848,277,614,482,12.17650612,14.92537313,11.2311809,44.02013552,13.93544413,11.53529898,25.25077684,11.8416052,11.603603,12.61849731,11.76479925,19.60588178,17.07759224,73.88404259,53.60994311,13.71171198,64.47458199,14.47656646,39.69327255
280,"Taiwan giant_bamboo","Dendrocalamus latiflorus","Dendrocalamus_latiflorus_Munro","Dendrocalamus_latiflorus","Dendrocalamus","latiflorus","Poaceae","Poales","graminoid","Dendrocalamus_latiflorus_Munro","90",NA,NA,NA,0,1,0,"multifood_veg","shoot",128,88,1,7.255392769,1.178126464,"IM0172","Indo_malay","Taiwan Subtropical Evergreen Forests",120.9828881,23.85359265,215,75,37,4639,304,107,193,259,168,271,153,2229,300,25,74,829,104,783,153,10.88130888,17.36287317,17.20129484,19.59428788,9.668027583,27.23201282,14.38736317,11.08778129,16.33682227,10.93765892,15.44634963,27.37401572,34.64339328,89.02344207,38.72921784,34.59547421,80.2398473,37.29903635,72.11210296
281,"Horse_marmalade","Desmodium discolor","Desmodium_discolor_Vogel","Desmodium_discolor","Desmodium","discolor","Fabaceae","Fabales","woody","Desmodium_discolor_Vogel","90",NA,NA,NA,0,0,1,"forage","forage",90,115,1,8.689871693,6.781715324,"NT0704","Neotropic","Cerrado",-49.77726712,-15.04091823,215,113,67,1528,293,128,172,232,201,234,195,1406,247,19,68,681,81,499,105,12.02896854,12.18613329,9.845734626,45.7615531,9.420360935,26.98340416,13.4220086,7.882582134,18.23230825,8.571263061,17.60110285,26.03764343,23.34406982,95.18373468,25.39991437,24.77942834,83.72232018,32.14153578,117.194988
282,"Greenleaf_desmodium","Desmodium intortum","Desmodium_intortum_(Mill.)_Urb.","Desmodium_intortum","Desmodium","intortum","Fabaceae","Fabales","herb","Desmodium_intortum_(Mill.)_Urb.","90",50,NA,"90",1,0,1,"forage","forage",90,242,1,8.826508902,7.262255735,"NT0167","Neotropic","Talamancan Montane Forests",-82.96950385,9.29946136,194,102,80,607,263,127,132,195,192,203,184.5,2209.5,361.5,39,62,969,154,536.5,249,14.94132294,15.17339576,9.862622021,64.56588232,13.01022362,25.5497092,21.14318744,15.49323715,15.83703141,15.63973446,14.9511086,40.43268755,35.13246042,87.47472996,32.38013995,34.30376221,79.59811833,39.44272537,77.99656369
283,"Silverleaf_desmodium","Desmodium uncinatum","Desmodium_uncinatum_(Jacq.)_DC.","Desmodium_uncinatum","Desmodium","uncinatum","Fabaceae","Fabales","herb","Desmodium_uncinatum_(Jacq.)_DC.","90",60,NA,"90",1,0,1,"forage","forage",90,172,1,20.33665225,18.24003969,"NT0101","Neotropic","Araucaria Moist Forests",-51.22048363,-26.42877568,183,114,63,2223,267,85,181,201,159,206,147,1538,225,26,58,611,106,466,210,14.01680593,17.68152498,17.00280498,47.78046535,9.089683229,41.80110428,20.18789274,14.28095176,19.16587121,11.98089163,20.59482851,31.32546318,32.39507079,85.34224668,54.8181278,31.37785652,81.26610319,35.94086757,77.85386411
284,"Fonio","Digitaria exilis","Digitaria_exilis_(Kippist)_Stapf","Digitaria_exilis","Digitaria","exilis","Poaceae","Poales","graminoid","Digitaria_longiflora_(Retz.)_Pers.,Digitaria_barbinodis_Henrard","90",7000,NA,"88",1,1,0,"fruit_flower","fruit_flower",128,66,1,8.110474229,3.950916482,"AT0707","Afrotropic","Guinean Forest-Savanna Mosaic",-1.44104815,8.87510659,273,109,68,1352,345.5,180,164.5,267,266,287.5,249,1066.5,229.5,1,82.5,543,9,222,251,6.949365309,22.36472929,9.588348424,48.97526645,9.217266496,16.70001755,30.68911004,9.419423827,7.416399484,8.685430084,6.009521038,55.48284799,45.66747412,150.5976469,34.99101485,48.47148543,119.1525332,55.85372669,104.5048511
285,"Black fonio","Digitaria iburua","Digitaria_iburua_Stapf","Digitaria_iburua","Digitaria","iburua","Poaceae","Poales","graminoid","Digitaria_ternata_(A.Rich.)_Stapf","90",NA,NA,NA,0,1,0,"seed","seed",90,12,1,4.921682294,2.545511379,"AT0713","Afrotropic","Sahelian Acacia Savanna",14.84274128,14.77331045,269.5,132,63,1841.5,360.5,177.5,208.5,260.5,256.5,295,242.5,885,246,0,103,582.5,1,170,94,11.99327195,16.45959826,10.00200984,39.81077978,12.3928035,24.63280576,22.60818993,11.48273759,11.8858937,13.40054801,11.09877336,35.80672119,15.90255434,244.7216434,24.30035283,23.18976226,217.0534595,61.27248577,111.3216001
286,"Crab_grass","Digitaria sanguinalis","Digitaria_sanguinalis_(L.)_Scop.","Digitaria_sanguinalis","Digitaria","sanguinalis","Poaceae","Poales","graminoid","Digitaria_sanguinalis_(L.)_Scop.","90",1100,NA,"90",1,1,1,"food&forage","forage",90,495,1,53.96284334,26.50463844,"PA0445","Palearctic","Western European Broadleaf Forests",8.24354512,48.41049219,102,90,34,5766,243,-12,260,153,58,177,27,781,84,47,18,227,159,208,185,25.27696905,17.00564555,16.67363767,19.08978813,10.50604746,387.3047216,14.92142885,41.30384017,89.4677319,11.70330538,119.5002616,24.37811558,30.82369031,26.57089123,57.2086204,31.12390558,26.45095316,33.21074183,29.24315397
287,"Longan","Dimocarpus longan","Dimocarpus_longan_Lour.","Dimocarpus_longan","Dimocarpus","longan","Sapindaceae","Sapindales","woody","Dimocarpus_longan_Lour.","90",NA,NA,NA,0,1,0,"fruit_flower","fruit_flower",90,280,1,5.152298448,2.299805314,"IM0172","Indo_malay","Taiwan Subtropical Evergreen Forests",120.9828881,23.85359265,229,81,47,3450,311,132,176,268,195,270,180,2402,561,17,97,1488,62,1465,88,6.629976135,11.92474427,14.03340495,21.82974531,4.966628304,14.9520872,10.51085611,5.540983734,9.582102267,5.125721867,11.77430982,20.29423985,26.04180635,90.10441063,19.4840183,25.27730782,81.76834863,31.67413554,80.73130438
288,"Ube_yam","Dioscorea alata","Dioscorea_alata_L.","Dioscorea_alata","Dioscorea","alata","Dioscoreaceae","Dioscoreales","herb","Dioscorea_nummularia_Lam.,Dioscorea_transversa_R.Br.","4,3",10000,10000,"90",1,1,0,"root","root",4,236,1,6.780108137,2.893178545,"AA0121","Australasia","Southern New Guinea Freshwater Swamp Forests",140.155,-6.714966,261,83,82,615,312,211,109,253,259,268,250,2934,320,150,26,885,500,688,769,8.600688529,15.87851314,7.605454178,42.02891339,6.16409798,13.11500882,14.51887864,7.60751174,10.26409349,8.420046523,9.162549967,27.23905277,26.86526805,41.62362641,44.08781726,25.79142438,39.33472899,29.53100251,45.81416304
289,"Air_potato","Dioscorea bulbifera","Dioscorea_bulbifera_L.","Dioscorea_bulbifera","Dioscorea","bulbifera","Dioscoreaceae","Dioscoreales","herb","Dioscorea_bulbifera_L.","90",NA,NA,NA,0,1,0,"shoot","shoot",90,237,1,26.19067341,6.413852583,"AT0114","Afrotropic","Guinean Montane Forests",-10.8920904,10.09738065,238,130,69,1100,338,139,197,244,228,258,225,2043,420,17,64,964,120,511,209,9.046712808,24.23748544,8.219121095,52.526653,5.114649018,29.54510131,25.3903859,9.423577176,12.38736838,9.24792701,9.681447634,36.31927831,37.82604784,119.2781821,18.59173269,38.78201513,68.97465631,50.82783226,50.15789924
290,"White_yam","Dioscorea cayennensis","Dioscorea_cayennensis_Lam.","Dioscorea_cayennensis","Dioscorea","cayennensis","Dioscoreaceae","Dioscoreales","herb","Dioscorea_praehensilis_Benth.,Dioscorea_cavenensis_Lam.,Dioscorea_abyssinica_Hochst._ex_Kunth","4,3",19000,6000,"4",1,1,0,"root","root",128,912,1,4.053405258,1.933449848,"AT0722","Afrotropic","West Sudanian Savanna",-0.93016892,11.85690563,266,106,70,1160,346,197,145,257,268,282,250,1225,212,6,63,558,49,241,433,4.325870698,16.08294826,5.773533248,25.31358743,6.203484442,9.123672806,20.72577753,4.791886248,4.588853999,5.350608367,4.104164221,21.93630666,20.85584088,92.10176486,27.75878444,19.93775665,80.60470545,41.30678398,44.63708599
291,"African_bitter_yam","Dioscorea dumetorum","Dioscorea_dumetorum_(Kunth)_Pax","Dioscorea_dumetorum","Dioscorea","dumetorum","Dioscoreaceae","Dioscoreales","herb","Dioscorea_dumetorum_(Kunth)_Pax","90",NA,NA,NA,0,1,0,"root","root",90,397,1,13.12600378,8.525164274,"AT0722","Afrotropic","West Sudanian Savanna",-0.93016892,11.85690563,267,116,67,1463,358,182,176,253,265,286,247,1126,243,2,85,638,15,178,410,9.995820874,17.81668343,8.798183081,32.71441582,10.07570061,20.33837627,22.87991827,7.787120108,13.37173384,10.19889919,12.07125076,26.92005508,21.3006893,149.0642423,24.27483591,20.44882373,125.340734,66.41399549,76.83309252
292,"Lesser_yam","Dioscorea esculenta","Dioscorea_esculenta_(Lour.)_Burkill","Dioscorea_esculenta","Dioscorea","esculenta","Dioscoreaceae","Dioscoreales","herb","Dioscorea_esculenta_(Lour.)_Burkill","90",NA,NA,NA,0,1,0,"root","root",90,27,1,11.49734032,5.523537261,"IM0202","Indo_malay","Central Indochina Dry Forests",103.3078378,15.47459579,266,108,56,2047,352,157,187,272,244,287,234,1181,266,5.5,76,658.5,33,342,42,7.152945978,20.55619905,23.74159595,59.25769386,8.503715792,21.64126772,27.7367115,3.70192181,14.01217303,5.027470067,15.59820458,47.29140852,40.45546147,159.895254,33.6511862,45.53974603,146.0201354,84.65920984,151.065168
293,"Fanleaf_yam","Dioscorea flabellifolia","Dioscorea_flabellifolia_Prain_&_Burkill","Dioscorea_flabellifolia","Dioscorea","flabellifolia","Dioscoreaceae","Dioscoreales","herb","Dioscorea_flabellifolia_Prain_&_Burkill","90",NA,NA,NA,0,1,0,"root","root",90,5,1,0.667944195,2.471975685,"IM0171","Indo_malay","South Taiwan Monsoon Rain Forests",120.6842946,22.39078565,235,73,50,2744,301,155,146,264,197,265,197,2949,681,60,88,1693,187,1678,187,3.64210516,10.36053668,11.41558149,24.67056201,3.074127431,9.707788308,6.192261411,4.729868927,13.62652393,0.933275832,7.682157478,3.74669949,13.86846397,15.43892602,23.00210439,13.12641398,24.42435174,51.77179851,73.58055063
